URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
142,https://insights.blackcoffer.com/how-political-leaders-will-shape-tomorrow-using-big-data-analytics/,25,25,0,0.065189048,19.175,0.749674055,7.969869622,19.175,575,767,2318,0,5.262080262
143,https://insights.blackcoffer.com/big-data-and-analytics-to-help-form-political-leaders-win-election/,16,24,-0.166666663,0.063091483,11.74074074,0.750788644,4.996611754,11.74074074,476,634,1807,0,5.235051546
144,https://insights.blackcoffer.com/the-emergence-of-data-analytics/,4,10,-0.299999985,0.03196347,13.6875,0.657534247,5.738013699,13.6875,288,438,1059,3,5.345588235
145,https://insights.blackcoffer.com/how-artificial-intelligence-can-deliver-real-value-to-companies-2/,31,18,0.361111101,0.047251688,13.46753247,0.680810029,5.659336999,13.46753247,706,1037,2838,5,5.23594053
146,https://insights.blackcoffer.com/the-prospective-recipe-of-success-in-the-age-of-analytics/,14,24,-0.208333329,0.044970414,12.6119403,0.635502959,5.298977303,12.6119403,537,845,2288,7,5.131147541
147,https://insights.blackcoffer.com/using-people-analytics-to-drive-business-performance/,10,17,-0.205882347,0.059866962,14.09375,0.694013304,5.915105322,14.09375,313,451,1232,4,4.910764873
148,https://insights.blackcoffer.com/how-artificial-intelligence-can-deliver-real-value-to-companies/,20,29,-0.155172411,0.06163522,12.82258065,0.656603774,5.391673767,12.82258065,522,795,2117,6,5.141772152
149,https://insights.blackcoffer.com/big-data-analytics-through-iot-in-oil-and-gas-industry/,25,46,-0.228260867,0.059814659,14.47560976,0.612468408,6.035231266,14.47560976,727,1187,3035,2,5.58091024
150,https://insights.blackcoffer.com/how-big-data-and-analytics-is-helping-marketing-leaders/,18,21,-0.07142857,0.048148148,11.91176471,0.660493827,5.028903413,11.91176471,535,810,2182,4,5.334196891
151,https://insights.blackcoffer.com/what-analytics-outsourcing-engagement-model-is-right-for-you/,25,17,0.235294111,0.065830721,13.29166667,0.722570533,5.60569488,13.29166667,461,638,1750,0,5.553862894
152,https://insights.blackcoffer.com/big-data-analytics-solving-problems-banking-and-finance-industry/,18,17,0.029411764,0.054517134,12.34615385,0.671339564,5.206997364,12.34615385,431,642,1765,3,5.185758514
153,https://insights.blackcoffer.com/analytics-healthcare-industry/,12,28,-0.285714281,0.055788006,13.52830189,0.726638773,5.701976264,13.52830189,521,717,2005,1,5.555106168
154,https://insights.blackcoffer.com/business-analytics-textile-industry/,26,15,0.366666654,0.047563805,26.12121212,0.708816705,10.73201153,26.12121212,611,862,2377,2,5.492
155,https://insights.blackcoffer.com/big-data-marketing-reality/,20,21,-0.023809523,0.06020558,15.47727273,0.663729809,6.456401015,15.47727273,452,681,1767,1,5.144602851
156,https://insights.blackcoffer.com/understanding-millennial-market/,8,12,-0.16666666,0.045351474,18.375,0.616780045,7.596712018,18.375,272,441,1070,2,5.288814691
157,https://insights.blackcoffer.com/analytics-helping-fashion-e-tailers-develop-markets-developing-countries/,16,10,0.299999985,0.052,14.28571429,0.668,5.981485714,14.28571429,334,500,1356,1,5.232492997
158,https://insights.blackcoffer.com/big-data-analytics-change-healthcare-developing-countries/,24,23,0.02173913,0.081455806,19.23333333,0.726169844,7.983801271,19.23333333,419,577,1527,0,5.554140127
159,https://insights.blackcoffer.com/big-data-analytics-help-voters-know-political-leaders/,15,10,0.249999988,0.053304904,15.12903226,0.682302772,6.324534012,15.12903226,320,469,1340,0,4.869949495
160,https://insights.blackcoffer.com/digital-transformation-oil-gas/,15,23,-0.17391304,0.077709611,18.11111111,0.668711656,7.511929107,18.11111111,327,489,1306,1,5.444771723
161,https://insights.blackcoffer.com/data-analytics-reduce-cost-production/,17,16,0.031249999,0.059674503,22.12,0.652802893,9.109121157,22.12,361,553,1424,0,5.059701493
162,https://insights.blackcoffer.com/gaining-insights-internal-data-retail/,21,11,0.454545434,0.074941452,17.08,0.768149883,7.139259953,17.08,328,427,1158,0,5.582474227
163,https://insights.blackcoffer.com/role-big-data-cyber-security/,14,37,-0.310810807,0.091397849,19.92857143,0.810035842,8.295442908,19.92857143,452,558,1642,0,5.849802372
164,https://insights.blackcoffer.com/role-big-data-healthcare/,31,55,-0.218181816,0.097838453,16.27777778,0.772468714,6.820098597,16.27777778,679,879,2446,0,5.722408027
165,https://insights.blackcoffer.com/data-driven-dashboards/,11,7,0.285714265,0.02866242,14.95238095,0.646496815,6.239551107,14.95238095,406,628,1543,0,5.239955357
166,https://insights.blackcoffer.com/role-big-data-academia/,17,26,-0.17307692,0.040566038,15.82089552,0.674528302,6.59816953,15.82089552,715,1060,2769,15,5.124834875
167,https://insights.blackcoffer.com/sales-forecasting-in-retail/,26,24,0.041666666,0.068306011,17.02325581,0.677595628,7.080340577,17.02325581,496,732,1845,0,5.58061117
168,https://insights.blackcoffer.com/detect-data-exfiltration-over-the-network/,7,46,-0.423913039,0.070855615,11.87301587,0.703208556,5.030489772,11.87301587,526,748,1874,6,5.516095535
169,https://insights.blackcoffer.com/data-exfiltration/,5,16,-0.343749989,0.052763819,12.83870968,0.628140704,5.386740152,12.83870968,250,398,1029,11,4.95229983
170,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors-and-food-stalls/,4,13,-0.346153833,0.033268102,18.92592593,0.681017613,7.842777415,18.92592593,348,511,1349,1,5.225
